"","Taxagroup","Family","Subfamily","Taxon","gra","min","xyl","shr","gat","aff","pff","pre","par","oth"
"1328","Ephemeroptera","BAETIDAE","BAETINAE","Baetis vardarensis",5,0,0,0,5,0,0,0,0,0
"1329","Ephemeroptera","BAETIDAE","BAETINAE","Baetis vernus",5,0,0,0,5,0,0,0,0,0
"1330","Ephemeroptera","BAETIDAE","CLOEONINAE","Baetopus tenellus",0,0,0,0,0,0,0,10,0,0
"1331","Ephemeroptera","BAETIDAE","CLOEONINAE","Baetopus wartensis",0,0,0,0,0,0,0,10,0,0
"1332","Ephemeroptera","BAETIDAE","CLOEONINAE","Centroptilum luteolum",7,0,0,0,3,0,0,0,0,0
"1333","Ephemeroptera","BAETIDAE","CLOEONINAE","Cloeon dipterum",5,0,0,0,5,0,0,0,0,0
"1334","Ephemeroptera","BAETIDAE","CLOEONINAE","Cloeon inscriptum",5,0,0,0,5,0,0,0,0,0
"1335","Ephemeroptera","BAETIDAE","CLOEONINAE","Cloeon praetextum",5,0,0,0,5,0,0,0,0,0
"1336","Ephemeroptera","BAETIDAE","CLOEONINAE","Cloeon schoenemundi",5,0,0,0,5,0,0,0,0,0
"1337","Ephemeroptera","BAETIDAE","CLOEONINAE","Cloeon simile",5,0,0,0,5,0,0,0,0,0
"1338","Ephemeroptera","BAETIDAE","CLOEONINAE","Procloeon bifidum",0,0,0,0,10,0,0,0,0,0
"1339","Ephemeroptera","BAETIDAE","CLOEONINAE","Procloeon pennulatum",5,0,0,0,5,0,0,0,0,0
"1340","Ephemeroptera","BAETIDAE","CLOEONINAE","Procloeon pulchrum",5,0,0,0,5,0,0,0,0,0
"1341","Ephemeroptera","BAETIDAE","CLOEONINAE","Procloeon stenopteryx",5,0,0,0,5,0,0,0,0,0
"1342","Ephemeroptera","CAENIDAE","BRACHYCERINAE","Brachycercus harrisella",0,0,0,0,10,0,0,0,0,0
"1343","Ephemeroptera","CAENIDAE","CAENINAE","Caenis beskidensis",0,0,0,0,10,0,0,0,0,0
"1344","Ephemeroptera","CAENIDAE","CAENINAE","Caenis horaria",0,0,0,0,10,0,0,0,0,0
"1345","Ephemeroptera","CAENIDAE","CAENINAE","Caenis lactea",0,0,0,0,10,0,0,0,0,0
"1346","Ephemeroptera","CAENIDAE","CAENINAE","Caenis luctuosa",0,0,0,0,10,0,0,0,0,0
"1347","Ephemeroptera","CAENIDAE","CAENINAE","Caenis macrura",0,0,0,0,10,0,0,0,0,0
"1348","Ephemeroptera","CAENIDAE","CAENINAE","Caenis martae",0,0,0,0,10,0,0,0,0,0
"1349","Ephemeroptera","CAENIDAE","CAENINAE","Caenis pseudorivulorum",0,0,0,0,10,0,0,0,0,0
"1350","Ephemeroptera","CAENIDAE","CAENINAE","Caenis pusilla",0,0,0,0,10,0,0,0,0,0
"1351","Ephemeroptera","CAENIDAE","CAENINAE","Caenis rivulorum",0,0,0,0,10,0,0,0,0,0
"1352","Ephemeroptera","CAENIDAE","CAENINAE","Caenis robusta",0,0,0,0,10,0,0,0,0,0
"1353","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Drunella paradinasi",0,0,0,0,0,0,0,10,0,0
"1354","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Ephemerella aroni",4,0,0,1,5,0,0,0,0,0
"1355","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Ephemerella mucronata",5,0,0,0,5,0,0,0,0,0
"1356","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Ephemerella notata",5,0,0,0,5,0,0,0,0,0
"1357","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella ignita",5,0,0,0,5,0,0,0,0,0
"1358","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella mesoleuca",5,0,0,0,5,0,0,0,0,0
"1359","Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Torleya major",5,0,0,0,5,0,0,0,0,0
"1360","Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera danica",0,0,0,0,3,7,0,0,0,0
"1361","Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera glaucops",0,0,0,0,0,10,0,0,0,0
"1362","Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera lineata",0,0,0,0,0,10,0,0,0,0
"1363","Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera vulgata",0,0,0,0,2,8,0,0,0,0
"1364","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus alpinus",10,0,0,0,0,0,0,0,0,0
"1365","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus aurantiacus",5,0,0,0,5,0,0,0,0,0
"1366","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus austriacus",5,0,0,0,5,0,0,0,0,0
"1367","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus dispar",5,0,0,0,5,0,0,0,0,0
"1368","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus helveticus",5,0,0,0,5,0,0,0,0,0
"1369","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus insignis",5,0,0,0,5,0,0,0,0,0
"1370","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus macani",5,0,0,0,5,0,0,0,0,0
"1371","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus parahelveticus",10,0,0,0,0,0,0,0,0,0
"1372","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus picteti",5,0,0,0,5,0,0,0,0,0
"1373","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus ruffoi",5,0,0,0,5,0,0,0,0,0
"1374","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus starmachi",5,0,0,0,5,0,0,0,0,0
"1375","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus subalpinus",5,0,0,0,5,0,0,0,0,0
"1376","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus submontanus",5,0,0,0,5,0,0,0,0,0
"1377","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus torrentis",5,0,0,0,5,0,0,0,0,0
"1378","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus venosus",5,0,0,0,5,0,0,0,0,0
"1379","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus zelleri",5,0,0,0,5,0,0,0,0,0
"1380","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena affinis",10,0,0,0,0,0,0,0,0,0
"1381","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena lateralis",5,0,0,0,5,0,0,0,0,0
"1382","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena quadrilineata",5,0,0,0,5,0,0,0,0,0
"1383","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena samalorum",10,0,0,0,0,0,0,0,0,0
"1384","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena ujhelyii",5,0,0,0,5,0,0,0,0,0
"1385","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus alpicola",8,0,0,0,2,0,0,0,0,0
"1386","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus assimilis",10,0,0,0,0,0,0,0,0,0
"1387","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus sylvicola",10,0,0,0,0,0,0,0,0,0
"1388","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia coerulans",5,0,0,0,5,0,0,0,0,0
"1389","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia flava",5,0,0,0,5,0,0,0,0,0
"1390","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia longicauda",5,0,0,0,5,0,0,0,0,0
"1391","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia sulphurea",5,0,0,0,5,0,0,0,0,0
"1392","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Kageronia fuscogrisea",5,0,0,0,5,0,0,0,0,0
"1393","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Kageronia orbiticola",6,0,0,0,4,0,0,0,0,0
"1394","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena allobrogica",10,0,0,0,0,0,0,0,0,0
"1395","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena alpestris",10,0,0,0,0,0,0,0,0,0
"1396","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena austriaca",10,0,0,0,0,0,0,0,0,0
"1397","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena beskidensis",10,0,0,0,0,0,0,0,0,0
"1398","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena buresi",10,0,0,0,0,0,0,0,0,0
"1399","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena carpatoalpina",10,0,0,0,0,0,0,0,0,0
"1400","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena circumtatrica",10,0,0,0,0,0,0,0,0,0
"1401","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena degrangei",10,0,0,0,0,0,0,0,0,0
"1402","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena diaphana",10,0,0,0,0,0,0,0,0,0
"1403","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena dorieri",10,0,0,0,0,0,0,0,0,0
"1404","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena endenensis",10,0,0,0,0,0,0,0,0,0
"1405","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena germanica",10,0,0,0,0,0,0,0,0,0
"1406","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena gratianopolitana",10,0,0,0,0,0,0,0,0,0
"1407","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena grischuna",10,0,0,0,0,0,0,0,0,0
"1408","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena hercynia",10,0,0,0,0,0,0,0,0,0
"1409","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena hybrida",10,0,0,0,0,0,0,0,0,0
"1410","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena iridina",10,0,0,0,0,0,0,0,0,0
"1411","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena landai",10,0,0,0,0,0,0,0,0,0
"1412","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena loyolaea",10,0,0,0,0,0,0,0,0,0
"1413","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena nivata",10,0,0,0,0,0,0,0,0,0
"1414","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena picteti",10,0,0,0,0,0,0,0,0,0
"1415","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena podhalensis",10,0,0,0,0,0,0,0,0,0
"1416","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena puthzi",10,0,0,0,0,0,0,0,0,0
"1417","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena puytoraci",10,0,0,0,0,0,0,0,0,0
"1418","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena rolandi",10,0,0,0,0,0,0,0,0,0
"1419","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena savoiensis",10,0,0,0,0,0,0,0,0,0
"1420","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena semicolorata",10,0,0,0,0,0,0,0,0,0
"1421","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena taurisca",10,0,0,0,0,0,0,0,0,0
"1422","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena vaillanti",10,0,0,0,0,0,0,0,0,0
"1423","Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena zelinkai",10,0,0,0,0,0,0,0,0,0
"1424","Ephemeroptera","ISONYCHIIDAE","ISONYCHIINAE","Isonychia ignota",0,0,0,0,0,0,10,0,0,0
"1425","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Choroterpes picteti",0,0,0,0,0,0,8,0,0,2
"1426","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides confusa",0,0,0,0,10,0,0,0,0,0
"1427","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia eldae",0,0,0,0,10,0,0,0,0,0
"1428","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia fusca",2,0,0,0,8,0,0,0,0,0
"1429","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia lauta",2,0,0,0,8,0,0,0,0,0
"1430","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Leptophlebia marginata",0,0,0,0,10,0,0,0,0,0
"1431","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Leptophlebia vespertina",0,0,0,0,10,0,0,0,0,0
"1432","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia cincta",0,0,0,0,10,0,0,0,0,0
"1433","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia submarginata",0,0,0,0,10,0,0,0,0,0
"1434","Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia werneri",0,0,0,0,10,0,0,0,0,0
"1435","Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella marichuae",0,0,0,0,0,0,10,0,0,0
"1436","Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella rhenana",0,0,0,0,0,0,10,0,0,0
"1437","Ephemeroptera","PALINGENIIDAE","PALINGENIINAE","Palingenia longicauda",0,0,0,0,0,10,0,0,0,0
"1438","Ephemeroptera","POLYMITARCYIDAE","POLYMITARCYINAE","Ephoron virgo",0,0,0,0,0,10,0,0,0,0
"1439","Ephemeroptera","POTAMANTHIDAE","[Fam:POTAMANTHIDAE]","Potamanthus luteus",0,0,0,0,9,1,0,0,0,0
"1440","Ephemeroptera","PROSOPISTOMATIDAE","[Fam:PROSOPISTOMATIDAE]","Prosopistoma pennigerum",1,0,0,0,0,0,0,9,0,0
"1441","Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus aestivalis",0,0,0,0,10,0,0,0,0,0
"1442","Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus alternatus",0,0,0,0,10,0,0,0,0,0
"1443","Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus armatus",0,0,0,0,10,0,0,0,0,0
"1444","Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus croaticus",0,0,0,0,10,0,0,0,0,0
"1445","Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus lacustris",0,0,0,0,10,0,0,0,0,0
"1446","Hymenoptera","ICHNEUMONIDAE","AGRIOTYPINAE","Agriotypus armatus",0,0,0,0,0,0,0,0,10,0
"1447","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Acentria ephemerella",0,0,0,10,0,0,0,0,0,0
"1448","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Cataclysta lemnata",0,0,0,10,0,0,0,0,0,0
"1449","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Elophila nymphaeata nymphaeata",0,5,0,5,0,0,0,0,0,0
"1450","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Elophila rivulalis",0,5,0,5,0,0,0,0,0,0
"1451","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Nymphula nitidulata",0,5,0,5,0,0,0,0,0,0
"1452","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Parapoynx nivalis",0,0,0,10,0,0,0,0,0,0
"1453","Lepidoptera","CRAMBIDAE","ACENTROPINAE","Parapoynx stratiotata",0,0,0,10,0,0,0,0,0,0
"1454","Lepidoptera","CRAMBIDAE","SCHOENOBIINAE","Donacaula mucronella",0,0,0,10,0,0,0,0,0,0
"1455","Megaloptera","SIALIDAE","[Fam:SIALIDAE]","Sialis fuliginosa",0,0,0,0,0,0,0,10,0,0
"1456","Megaloptera","SIALIDAE","[Fam:SIALIDAE]","Sialis lutaria",0,0,0,0,0,0,0,10,0,0
"1457","Megaloptera","SIALIDAE","[Fam:SIALIDAE]","Sialis morio",0,0,0,0,0,0,0,10,0,0
"1458","Megaloptera","SIALIDAE","[Fam:SIALIDAE]","Sialis nigripes",0,0,0,0,0,0,0,10,0,0
"1459","Megaloptera","SIALIDAE","[Fam:SIALIDAE]","Sialis sordida",0,0,0,0,0,0,0,10,0,0
"1460","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna affinis",0,0,0,0,0,0,0,10,0,0
"1461","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna caerulea",0,0,0,0,0,0,0,10,0,0
"1462","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna crenata",0,0,0,0,0,0,0,10,0,0
"1463","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna cyanea",0,0,0,0,0,0,0,10,0,0
"1464","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna grandis",0,0,0,0,0,0,0,10,0,0
"1465","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna isoceles",0,0,0,0,0,0,0,10,0,0
"1466","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna juncea",0,0,0,0,0,0,0,10,0,0
"1467","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna mixta",0,0,0,0,0,0,0,10,0,0
"1468","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna subarctica",0,0,0,0,0,0,0,10,0,0
"1469","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna viridis",0,0,0,0,0,0,0,10,0,0
"1470","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax immaculifrons",0,0,0,0,0,0,0,10,0,0
"1471","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax imperator",0,0,0,0,0,0,0,10,0,0
"1472","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax junius",0,0,0,0,0,0,0,10,0,0
"1473","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax parthenope",0,0,0,0,0,0,0,10,0,0
"1474","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Boyeria cretensis",0,0,0,0,0,0,0,10,0,0
"1475","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Boyeria irene",0,0,0,0,0,0,0,10,0,0
"1476","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Brachytron pratense",0,0,0,0,0,0,0,10,0,0
"1477","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Caliaeschna microstigma",0,0,0,0,0,0,0,10,0,0
"1478","Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Hemianax ephippiger",0,0,0,0,0,0,0,10,0,0
"1479","Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx exul",0,0,0,0,0,0,0,10,0,0
"1480","Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx haemorrhoidalis",0,0,0,0,0,0,0,10,0,0
"1481","Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx splendens",0,0,0,0,0,0,0,10,0,0
"1482","Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx syriaca",0,0,0,0,0,0,0,10,0,0
"1483","Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx virgo",0,0,0,0,0,0,0,10,0,0
"1484","Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Pseudagrion sublacteum",0,0,0,0,0,0,0,10,0,0
"1485","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ceriagrion georgifreyi",0,0,0,0,0,0,0,10,0,0
"1486","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ceriagrion tenellum",0,0,0,0,0,0,0,10,0,0
"1487","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion armatum",0,0,0,0,0,0,0,10,0,0
"1488","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion caerulescens",0,0,0,0,0,0,0,10,0,0
"1489","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion ecornutum",0,0,0,0,0,0,0,10,0,0
"1490","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion glaciale",0,0,0,0,0,0,0,10,0,0
"1491","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion hastulatum",0,0,0,0,0,0,0,10,0,0
"1492","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion hylas",0,0,0,0,0,0,0,10,0,0
"1493","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion intermedium",0,0,0,0,0,0,0,10,0,0
"1494","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion johanssoni",0,0,0,0,0,0,0,10,0,0
"1495","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion lunulatum",0,0,0,0,0,0,0,10,0,0
"1496","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion mercuriale",0,0,0,0,0,0,0,10,0,0
"1497","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion ornatum",0,0,0,0,0,0,0,10,0,0
"1498","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion puella",0,0,0,0,0,0,0,10,0,0
"1499","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion pulchellum",0,0,0,0,0,0,0,10,0,0
"1500","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion scitulum",0,0,0,0,0,0,0,10,0,0
"1501","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion syriacum",0,0,0,0,0,0,0,10,0,0
"1502","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Enallagma cyathigerum",0,0,0,0,0,0,0,10,0,0
"1503","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Enallagma deserti",0,0,0,0,0,0,0,10,0,0
"1504","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Erythromma najas",0,0,0,0,0,0,0,10,0,0
"1505","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Erythromma viridulum",0,0,0,0,0,0,0,10,0,0
"1506","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura aralensis",0,0,0,0,0,0,0,10,0,0
"1507","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura elegans",0,0,0,0,0,0,0,10,0,0
"1508","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura fountaineae",0,0,0,0,0,0,0,10,0,0
"1509","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura genei",0,0,0,0,0,0,0,10,0,0
"1510","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura graellsii",0,0,0,0,0,0,0,10,0,0
"1511","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura hastata",0,0,0,0,0,0,0,10,0,0
"1512","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura intermedia",0,0,0,0,0,0,0,10,0,0
"1513","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura pumilio",0,0,0,0,0,0,0,10,0,0
"1514","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura saharensis",0,0,0,0,0,0,0,10,0,0
"1515","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura senegalensis",0,0,0,0,0,0,0,10,0,0
"1516","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Nehalennia speciosa",0,0,0,0,0,0,0,10,0,0
"1517","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Pyrrhosoma elisabethae",0,0,0,0,0,0,0,10,0,0
"1518","Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Pyrrhosoma nymphula",0,0,0,0,0,0,0,10,0,0
"1519","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster bidentata",0,0,0,0,0,0,0,10,0,0
"1520","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster boltonii",0,0,0,0,0,0,0,10,0,0
"1521","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster helladica",0,0,0,0,0,0,0,10,0,0
"1522","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster heros",0,0,0,0,0,0,0,10,0,0
"1523","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster insignis",0,0,0,0,0,0,0,10,0,0
"1524","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster picta",0,0,0,0,0,0,0,10,0,0
"1525","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster princeps",0,0,0,0,0,0,0,10,0,0
"1526","Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster trinacriae",0,0,0,0,0,0,0,10,0,0
"1527","Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Cordulia aenea",0,0,0,0,0,0,0,10,0,0
"1528","Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Epitheca bimaculata",0,0,0,0,0,0,0,10,0,0
"1529","Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Oxygastra curtisii",0,0,0,0,0,0,0,10,0,0
"1530","Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora alpestris",0,0,0,0,0,0,0,10,0,0
"1531","Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora arctica",0,0,0,0,0,0,0,10,0,0
