v.19.2.18,,,Trait category,MORPHOLOGY,,,,,LIFE HISTORY,,,,LIFE HISTORY,,,LIFE HISTORY,,LIFE HISTORY,,,,,LIFE HISTORY,,,LIFE HISTORY,,,,LIFE HISTORY,,,MOBILITY,,,MOBILITY,,,,MORPHOLOGY,,,MORPHOLOGY,,,,RESOURCE ACQUISITION,,,,,,RESOURCE ACQUISITION,,,MORPHOLOGY,,,,LIFE HISTORY,,
Ephemeroptera,Leptophlebiidae,Zephlebia,Zephlebia versicolor,0,3,0,0,0,0,2,2,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,0,2,0,1,3,0,0,0,3,0,0,0,0,0,0,3,1,3,0,0,0,3,0
Ephemeroptera,Nesameletidae,Nesameletus,Nesameletus ornatus,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,1,3,2,3,3,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Nesameletidae,Nesameletus,Nesameletus austrinus,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,1,3,2,3,3,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Nesameletidae,Nesameletus,Nesameletus flavitinctus,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,1,3,2,3,3,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Nesameletidae,Nesameletus,Nesameletus murihiku,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,3,3,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Nesameletidae,Nesameletus,Nesameletus vulcanus,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,3,3,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Oniscigastridae,Oniscigaster,Oniscigaster wakefieldi,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,2,3,1,0,0,3,0,2,2,1,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Oniscigastridae,Oniscigaster,Oniscigaster distans,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,2,3,1,0,0,3,0,2,2,1,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Rallidentidae,Rallidens,Rallidens mcfarlanei,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,2,0,0,0,3,1,2,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Rallidentidae,Rallidens,Rallidens platydontis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,2,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Ephemeroptera,Siphlaenigmatidae,Siphlaenigma,Siphlaenigma janae,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,2,0,0,0,3,1,3,1,2,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0
Plecoptera,Gripopterygidae,Acroperla,Acroperla christinae,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,0,0,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Acroperla,Acroperla flavescens,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,0,0,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Acroperla,Acroperla samueli,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,0,0,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Acroperla,Acroperla spiniger,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,0,2,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Acroperla,Acroperla trivacuata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,0,2,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Apteryoperla,Apteryoperla illiesi,0,0,3,0,0,0,3,0,0,1,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Apteryoperla,Apteryoperla lakiula,0,0,3,0,0,0,3,0,0,1,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Gripopterygidae,Apteryoperla,Apteryoperla monticola,0,0,3,0,0,0,3,0,0,1,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Gripopterygidae,Apteryoperla,Apteryoperla nancyae,0,0,3,0,0,0,3,0,0,1,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Gripopterygidae,Apteryoperla,Apteryoperla ramsayi,0,0,3,0,0,0,3,0,0,1,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Gripopterygidae,Apteryoperla,Apteryoperla tillyardi,0,0,3,0,0,0,3,0,0,1,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Austroperlidae,Austroperla,Austroperla cyrene,0,0,3,0,0,0,3,0,0,3,1,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,3,0,1,0,1,0,2,2,0,3,2,0,0,0,3,0
Plecoptera,Notonemouridae,Cristaperla,Cristaperla eylesi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Cristaperla,Cristaperla fimbria,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Cristaperla,Cristaperla waharoa,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Halticoperla,Halticoperla gibbsi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Halticoperla,Halticoperla tara,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Halticoperla,Halticoperla viridans,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Gripopterygidae,Holcoperla,Holcoperla angularis,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Holcoperla,Holcoperla jacksoni,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Holcoperla,Holcoperla magna,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Megaleptoperla,Megaleptoperla diminuta,0,3,0,0,0,0,3,0,0,3,2,0,3,0,0,0,3,1,0,0,0,3,3,2,0,0,1,0,3,2,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,1,0,0,0,0,0,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Megaleptoperla,Megaleptoperla grandis,0,0,0,3,0,0,3,0,0,3,2,0,3,0,0,0,3,1,0,0,0,3,3,1,0,0,1,0,3,2,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,1,0,2,0,0,0,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Nesoperla,Nesoperla fulvescens,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,2,2,0,0,3,0,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,0,2,2,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Gripopterygidae,Nesoperla,Nesoperla patricki,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,2,2,0,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,0,2,2,0,0,0,0,0,2,3,1,0,0,0,1,0
Plecoptera,Notonemouridae,Notonemoura,Notonemoura alisteri,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Notonemoura,Notonemoura hendersoni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Notonemoura,Notonemoura latipennis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Notonemoura,Notonemoura spinosa,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Notonemoura,Notonemoura winstanleyi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Omanuperla,Omanuperla bruningi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,3,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Omanuperla,Omanuperla hollowayae,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,3,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Otehiwi,Otehiwi sagittarius,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,1,3,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Polychaeta,Polychaeta,Polychaeta,Polychaeta,0,0,0,3,1,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0
Tardigrada,Tardigrada,Tardigrada,Tardigrada,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,2,2,2,0,2,1,0,3,0,2,2,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,2,2,0,0,2,2,0,3,0,0,0,0,3,3,0,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca acuta,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca bicornuta,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca hamishi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca longicauda,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca minor,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca zelandica,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocerca,Spaniocerca zwicki,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides cowleyi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides foxi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides howesi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides hudsoni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides jacksoni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides philpotti,0,3,0,2,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,3,0,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides townsendi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Notonemouridae,Spaniocercoides,Spaniocercoides watti,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,2,2,0,0,1,2,0,2,1,0,0,1,3,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0
Plecoptera,Eustheniidae,Stenoperla,Stenoperla helsoni,0,0,0,3,0,0,3,0,0,0,3,1,3,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,0,3,0,0,3,1,0,0,1,0,0,3,0,0,1,3,2,2,0,0,0,3,0
Plecoptera,Eustheniidae,Stenoperla,Stenoperla hendersoni,0,0,0,3,0,0,3,0,0,0,3,1,3,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,1,0,0,1,0,0,3,0,0,1,3,2,2,0,0,0,3,0
Plecoptera,Eustheniidae,Stenoperla,Stenoperla maclellani,0,0,0,3,0,0,3,0,0,0,3,1,3,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,1,0,0,1,0,0,3,0,0,1,3,2,2,0,0,0,3,0
Plecoptera,Eustheniidae,Stenoperla,Stenoperla prasina,0,0,0,3,0,0,3,0,0,0,3,1,3,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,1,0,0,1,0,0,3,0,0,1,3,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Taraperla,Taraperla ancilis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,1,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Taraperla,Taraperla howesi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,1,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Taraperla,Taraperla johnsi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,1,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Taraperla,Taraperla pseudocyrene,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,3,1,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,0,3,3,1,0,0,0,2,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla celmisia,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla dugdalei,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla eylesi,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla kuscheli,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla substirpes,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla townsendi,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Vesicaperla,Vesicaperla trilinea,0,0,3,0,0,0,3,0,0,2,2,0,3,0,0,0,3,1,0,0,0,3,0,0,3,0,3,0,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,1,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius alatus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius albofasciatus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius auratus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius brevicauda,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius childi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius confusus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius cordatus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius dugdalei,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius foxi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius furcillatus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius gibbsi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius illiesi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius inversus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius jacksoni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
